,GSM1272122,GSM1272123,GSM1272124,GSM1272125,GSM1272126,GSM1272127,GSM1272128,GSM1272129,GSM1272130,GSM1272131,GSM1272132,GSM1272133,GSM1272134,GSM1272135,GSM1272136,GSM1272137,GSM1272138,GSM1272139,GSM1272140,GSM1272141,GSM1272142,GSM1272143,GSM1272144,GSM1272145,GSM1272146,GSM1272147,GSM1272148,GSM1272149,GSM1272150,GSM1272151,GSM1272152,GSM1272153,GSM1272154,GSM1272155,GSM1272156,GSM1272157,GSM1272158,GSM1272159,GSM1272160,GSM1272161,GSM1272162,GSM1272163,GSM1272164,GSM1272165,GSM1272166,GSM1272167,GSM1272168,GSM1272169,GSM1272170,GSM1272171,GSM1272172,GSM1272173,GSM1272174,GSM1272175,GSM1272176,GSM1272177,GSM1272178,GSM1272179,GSM1272180,GSM1272181,GSM1272182,GSM1272183,GSM1272184,GSM1272185,GSM1272186,GSM1272187,GSM1272188,GSM1272189,GSM1272190,GSM1272191,GSM1272192,GSM1272193,GSM1272194,GSM1272195,GSM1272196,GSM1272197,GSM1272198,GSM1272199,GSM1272200,GSM1272201,GSM1272202,GSM1272203,GSM1272204,GSM1272205,GSM1272206,GSM1272207,GSM1272208
cg20249566,0.6803441,0.7177177,0.7742115,0.6511628,0.6837217,0.7716886,0.788879,0.7251548,0.7519137,0.6997502,0.6760655,0.6674138,0.832594,0.7513312,0.635138,0.7274757,0.7304698,0.7674554,0.7898494,0.7237373,0.716503,0.7211362,0.7543039,0.7579646,0.7080678,0.7318747,0.5977311,0.7183892,0.772652,0.6823977,0.7309932,0.6856523,0.7079033,0.5737657,0.7637212,0.7363753,0.6959984,0.7062448,0.6303663,0.690886,0.6162652,0.7473044,0.6894827,0.7652034,0.7778928,0.7517124,0.7697842,0.7191432,0.7232409,0.6825871,0.6671936,0.7334557,0.646313,0.69173,0.6978106,0.6902646,0.7992371,0.7862288,0.6361401,0.6202778,0.662899,0.4096856,0.5497218,0.6815878,0.6662971,0.6797198,0.5961077,0.4394224,0.61763,0.3659091,0.6526201,0.6821679,0.7798735,0.653443,0.6735926,0.7671895,0.6594787,0.5663601,0.630053,0.5477733,0.6351069,0.635763,0.6018604,0.747843,0.595026,0.649229,0.6396092
cg00753885,0.7708975,0.7168186,0.7421416,0.659859,0.6494706,0.686544,0.6978533,0.7116279,0.7033014,0.6937836,0.6860148,0.668837,0.7444848,0.6835516,0.658764,0.6936885,0.757541,0.6904762,0.7269483,0.6528994,0.6890028,0.7279214,0.7262684,0.7188991,0.6870043,0.7171202,0.7244619,0.6821986,0.7618307,0.7105191,0.7738034,0.736949,0.7167704,0.6708545,0.6820289,0.7639695,0.7215083,0.6820834,0.707905,0.7223021,0.6869211,0.7442185,0.7083884,0.7164387,0.7462895,0.7720597,0.7266716,0.7805896,0.7044512,0.7160911,0.7106017,0.7091926,0.7414669,0.6952858,0.7364409,0.6999149,0.8057839,0.7811347,0.7029162,0.6897213,0.7203865,0.5920054,0.673349,0.7053545,0.7355069,0.6651341,0.6874806,0.6966913,0.6617082,0.636206,0.6822234,0.6597781,0.7616587,0.7097574,0.718254,0.722152,0.7278062,0.673604,0.6931593,0.6513367,0.6883818,0.6593037,0.6638107,0.584928,0.7013223,0.7312838,0.7128566
cg22943590,0.7912446,0.922487,0.8253837,0.592511,0.7407234,0.6592357,0.8179191,0.7505071,0.7345353,0.6874003,0.5869148,0.6859539,0.7965416,0.565,0.6781201,0.7785863,0.7987763,0.8336347,0.747026,0.6010453,0.7560089,0.6116294,0.8413355,0.6800948,0.7768046,0.769685,0.6014779,0.7982273,0.7729196,0.7662722,0.7744595,0.8700966,0.7790909,0.6189939,0.7059524,0.8515093,0.7164828,0.6311136,0.52246,0.617443,0.6980916,0.7930793,0.6999594,0.7201352,0.8587987,0.7805642,0.7656396,0.6645691,0.5205835,0.67335,0.6543055,0.783998,0.6044123,0.6658068,0.742183,0.6342784,0.8284671,0.7706572,0.4704684,0.6978397,0.6347613,0.4359096,0.3727811,0.538192,0.5546708,0.4550019,0.4790294,0.4339558,0.579646,0.4680412,0.5292693,0.403345,0.7367803,0.661875,0.5409023,0.6930753,0.3436893,0.4946809,0.679303,0.2353765,0.7216381,0.419376,0.5196313,0.4155752,0.3460744,0.6322297,0.5919907
cg14188401,0.7339008,0.7404914,0.7093994,0.6695609,0.6310605,0.6708524,0.6609116,0.6618991,0.6545131,0.6614119,0.6887755,0.6376147,0.6548063,0.6302125,0.6494943,0.6560058,0.6657057,0.6699947,0.6650553,0.642507,0.6074042,0.638813,0.6987849,0.7140457,0.6711515,0.6186378,0.5988434,0.6845818,0.6917267,0.682185,0.6964837,0.7348934,0.6696849,0.6202726,0.6467908,0.6855569,0.6590334,0.6761171,0.6476313,0.6776473,0.65686,0.6891119,0.6826215,0.6583048,0.7083243,0.6816742,0.711776,0.6883771,0.6595322,0.6787256,0.7150214,0.6836308,0.6872732,0.6971714,0.7092506,0.6291137,0.7116739,0.6698585,0.6764085,0.6740597,0.6602919,0.5932291,0.6328204,0.564451,0.6546076,0.5988765,0.6178838,0.6279693,0.6292939,0.5915437,0.6657158,0.6402065,0.6596958,0.6696253,0.6517324,0.633821,0.6349884,0.5407627,0.605558,0.6163475,0.6391202,0.6050019,0.6486077,0.4909522,0.5992302,0.6490227,0.6661198
cg05923226,0.4479851,0.4468836,0.4394053,0.4545332,0.4274913,0.463735,0.4469143,0.4180875,0.4082001,0.4779387,0.4814937,0.5379124,0.464202,0.4574176,0.4683057,0.3920705,0.5654017,0.379629,0.4492746,0.4600799,0.4924092,0.4275806,0.4221869,0.4223926,0.5052809,0.4726703,0.5525486,0.4193455,0.4341048,0.4674028,0.5078713,0.4464123,0.4380504,0.5499283,0.4369068,0.4789848,0.4002954,0.4454282,0.5985886,0.5194289,0.5535641,0.5439067,0.4933057,0.4458188,0.444885,0.4922815,0.4553035,0.5831536,0.5727439,0.5595055,0.5926614,0.472041,0.5302686,0.535082,0.5154926,0.6423072,0.4054417,0.5024489,0.5362195,0.6177198,0.5927852,0.4775402,0.5681517,0.5379196,0.5818075,0.4150863,0.4831212,0.5639924,0.6720574,0.5490057,0.558036,0.4336404,0.6485217,0.5162476,0.6192864,0.4960104,0.648756,0.6164414,0.5868287,0.5841746,0.5788018,0.4616615,0.6761271,0.4353059,0.693188,0.5811503,0.5567504
cg01502244,0.7772196,0.8310614,0.7482592,0.7429621,0.6673026,0.6834442,0.7598672,0.7451449,0.7617964,0.747095,0.745729,0.7391409,0.7360184,0.7061578,0.7510081,0.7231804,0.7205015,0.7594131,0.7394633,0.7543988,0.6483908,0.7461389,0.7714638,0.7792895,0.7255555,0.7318337,0.6660603,0.7215854,0.7864157,0.7385677,0.7572882,0.7595345,0.7132353,0.6878786,0.7083852,0.7341206,0.7267108,0.7418228,0.7317165,0.7630914,0.7128587,0.707472,0.7485939,0.7304779,0.7369592,0.7699729,0.7724635,0.7384785,0.6958337,0.7446826,0.7455128,0.684193,0.7441636,0.7577957,0.7365798,0.7195467,0.7579128,0.7564776,0.7283074,0.7352263,0.7357528,0.6456895,0.6503152,0.6571918,0.6979556,0.6873781,0.6837997,0.705731,0.697687,0.6151949,0.7111589,0.7172,0.7851586,0.6866541,0.7185661,0.6946977,0.6823509,0.632452,0.6777619,0.6896818,0.7255203,0.6992374,0.7384771,0.6638972,0.6890085,0.7048155,0.7296923
cg19784428,0.7377049,0.786824,0.7791433,0.6745589,0.6859308,0.8024458,0.8184847,0.8070331,0.7484403,0.7182836,0.7027426,0.6842639,0.8376056,0.7405252,0.6409608,0.7198964,0.7547941,0.7793692,0.7787751,0.7647977,0.7475728,0.7259341,0.8324986,0.7115243,0.7073742,0.7038572,0.6024137,0.7199686,0.7671657,0.6992845,0.7465838,0.7143173,0.7337289,0.6143681,0.7560758,0.7620202,0.7232807,0.755496,0.6464362,0.696686,0.6475211,0.779485,0.7180843,0.7652978,0.7877742,0.7943199,0.7947448,0.7250633,0.7304688,0.7322496,0.6688312,0.735104,0.6655989,0.6939836,0.723918,0.6947753,0.8188811,0.7878828,0.6329969,0.6373306,0.6816984,0.4299396,0.553539,0.6920415,0.6306359,0.6798474,0.6298161,0.4914488,0.6635285,0.3942657,0.6919137,0.7101802,0.8042384,0.7148243,0.707457,0.7708278,0.6705466,0.5650372,0.647373,0.5628495,0.6414269,0.655636,0.6061559,0.7327233,0.5849727,0.669743,0.6128994
cg11084334,0.5101663,0.4463269,0.5013525,0.531716,0.5674601,0.5432651,0.530697,0.5131794,0.5904789,0.5734587,0.5462676,0.5060533,0.5542046,0.5667276,0.5307626,0.4703708,0.5477387,0.5222084,0.5173811,0.5029201,0.5915071,0.4950448,0.608,0.4607472,0.5353857,0.507431,0.5838503,0.49128,0.5322393,0.5120502,0.559287,0.4559573,0.485138,0.5174144,0.514077,0.5319885,0.483637,0.5357505,0.618369,0.528218,0.5737746,0.5704209,0.4908737,0.5760678,0.5386522,0.5834872,0.520116,0.5588282,0.5141929,0.5847107,0.5370527,0.5412301,0.5724459,0.5663871,0.5173431,0.6163971,0.5000868,0.5188956,0.5891002,0.6142169,0.5815647,0.5340595,0.6292073,0.5992604,0.6047909,0.6027263,0.6393457,0.6395251,0.6697237,0.6092652,0.6419821,0.5436108,0.6456563,0.5715079,0.5818652,0.5757779,0.6287692,0.6266408,0.585137,0.5626287,0.6029038,0.6349438,0.5909169,0.5268962,0.6063315,0.5618346,0.577543
cg27401724,0.6983991,0.5996323,0.5941505,0.6328349,0.6228047,0.5956571,0.6433422,0.6315141,0.6477294,0.6090029,0.6603132,0.5760814,0.6528277,0.6232724,0.6341149,0.6477685,0.6728694,0.6054682,0.661527,0.596882,0.591193,0.6066136,0.6882015,0.6378157,0.6258543,0.6283149,0.6391017,0.5899085,0.6217912,0.5873554,0.6286553,0.6138451,0.5805089,0.5428464,0.5042156,0.5887262,0.6074628,0.5687394,0.5129197,0.6065678,0.5468112,0.5884023,0.5559077,0.5861802,0.5969405,0.6563212,0.6121255,0.5710312,0.53571,0.5673807,0.5412162,0.6011519,0.5275853,0.5475217,0.5688272,0.6090159,0.6177244,0.5672266,0.5943092,0.5896831,0.5568306,0.4610849,0.5610825,0.4841178,0.5779161,0.5464408,0.5470243,0.4795415,0.5790651,0.496677,0.5496389,0.5558943,0.5193707,0.5329593,0.5402841,0.537758,0.5521779,0.4744907,0.4980707,0.5144887,0.5263794,0.5022528,0.5413969,0.3961825,0.562005,0.5937999,0.619785
cg22796704,0.7984555,0.8037316,0.7599874,0.7143736,0.6226455,0.7615717,0.8519856,0.736333,0.6921775,0.6601297,0.62493,0.6263676,0.8416332,0.6751464,0.6747687,0.783262,0.8073114,0.7445243,0.6761883,0.6668197,0.7015911,0.7424052,0.7681249,0.74708,0.6957082,0.6931026,0.6588687,0.7243007,0.7617036,0.6894313,0.6035226,0.5860896,0.5382172,0.4328127,0.5970657,0.6026836,0.5804093,0.5693719,0.4858111,0.593103,0.435705,0.5714816,0.5489846,0.5610453,0.6655073,0.7986216,0.6565285,0.5866246,0.5043278,0.5516196,0.5423223,0.5732149,0.5822676,0.5437256,0.568971,0.5801897,0.7310359,0.5749885,0.5636517,0.5492313,0.5071728,0.3517966,0.3958739,0.5289653,0.5497819,0.504632,0.4343839,0.3881734,0.4828919,0.3776139,0.5169675,0.5103823,0.5659496,0.5789837,0.5638376,0.6188383,0.4985043,0.3993371,0.4986787,0.5019773,0.5264772,0.4921518,0.4864849,0.3913043,0.4471211,0.5556813,0.4630697
cg25818109,0.6695614,0.7004456,0.6351593,0.5565403,0.4864678,0.5194278,0.5853803,0.5487215,0.5751384,0.5954013,0.5700107,0.5817073,0.615555,0.5971074,0.5372807,0.5732564,0.5266088,0.5558767,0.5744235,0.4936425,0.4536748,0.5163814,0.6474255,0.5776515,0.5177258,0.5289214,0.5438079,0.5738516,0.6595908,0.5432531,0.6202081,0.6681505,0.5660045,0.6174783,0.5605408,0.6065224,0.5680063,0.5621437,0.5379996,0.591962,0.5130296,0.5736879,0.556844,0.5318863,0.5840425,0.5742077,0.6021339,0.6067037,0.5179179,0.5081207,0.5585586,0.5690337,0.5388203,0.5710205,0.6355496,0.4869057,0.5519556,0.6088781,0.5356725,0.5590519,0.5468307,0.4995964,0.5080585,0.4423761,0.6025815,0.470144,0.5102653,0.4811172,0.4269124,0.4559223,0.4804389,0.5194219,0.5449073,0.5522388,0.5392593,0.5323989,0.5089677,0.435674,0.4436772,0.3819029,0.5560015,0.43942,0.4923288,0.4336991,0.4369565,0.4972389,0.5372745
cg18215449,0.6050269,0.5814966,0.5457363,0.5653145,0.4343862,0.4305163,0.5590987,0.5554352,0.498597,0.459893,0.5210373,0.4822233,0.4933333,0.3776493,0.465001,0.4921615,0.4380061,0.5209302,0.4785016,0.4086648,0.4065387,0.4741659,0.4990562,0.4583453,0.4667154,0.4430459,0.2907703,0.4447874,0.5039774,0.5020677,0.5428383,0.5681219,0.4719804,0.3690605,0.4352926,0.4905388,0.4680646,0.4963681,0.4174716,0.5039089,0.4223749,0.482071,0.4606951,0.4210317,0.5568973,0.3975362,0.4863124,0.5120409,0.3696227,0.4548387,0.4688374,0.4494571,0.464578,0.3844998,0.5092278,0.4582818,0.4981518,0.5031742,0.4667417,0.4408679,0.439465,0.3728522,0.3797118,0.3670258,0.4428104,0.3782625,0.4294099,0.3892562,0.3945254,0.337081,0.3779313,0.3568875,0.4921281,0.4023656,0.4543902,0.417226,0.3790939,0.2685638,0.3713128,0.3030303,0.4092498,0.3377097,0.3647269,0.2483812,0.3492426,0.3785693,0.3307912
cg05725703,0.6785421,0.686862,0.6842711,0.6545088,0.6007346,0.6226074,0.6958758,0.6361746,0.6735751,0.6578351,0.6333591,0.6246179,0.6890776,0.6638495,0.6373466,0.6296946,0.6439163,0.6823229,0.6552066,0.5988733,0.6241789,0.6240335,0.6839982,0.6573945,0.6611283,0.6605248,0.6462895,0.668898,0.694405,0.6110101,0.6789422,0.6022801,0.6327761,0.5702023,0.6092511,0.6663431,0.616514,0.6674495,0.6083317,0.6429459,0.6284868,0.6746379,0.6328075,0.6302475,0.6749678,0.6973106,0.6468195,0.6391417,0.6179388,0.6346154,0.6323044,0.611145,0.6436597,0.6393764,0.6491418,0.5874112,0.6652804,0.6135797,0.6266354,0.6533079,0.6325475,0.5194736,0.5733636,0.5704759,0.639136,0.5912271,0.6428571,0.5470047,0.6583079,0.5113701,0.6263897,0.6076361,0.6389022,0.6267812,0.6489187,0.6200283,0.5827998,0.5336406,0.5949199,0.5594196,0.5729052,0.6127475,0.6032206,0.5360439,0.6142713,0.6129073,0.6099594
cg01486610,0.7448537,0.8261328,0.7889794,0.722913,0.7302238,0.7143396,0.7553754,0.7373887,0.7923424,0.6839426,0.7287912,0.7742382,0.7560827,0.5287449,0.7794528,0.769003,0.7405281,0.7916667,0.7239621,0.6979927,0.6716558,0.7354049,0.760479,0.70735,0.7322721,0.7541074,0.6264237,0.7037934,0.8046757,0.7949045,0.7653403,0.8240172,0.7240164,0.718315,0.8487721,0.7811142,0.7265501,0.7224026,0.6969986,0.7408537,0.7609756,0.7532249,0.770362,0.745631,0.8280358,0.761125,0.769569,0.7727952,0.7418385,0.6871678,0.708691,0.7116714,0.7486745,0.7174972,0.7906349,0.7163978,0.8165761,0.7671772,0.7422118,0.7985378,0.749824,0.7092314,0.7531618,0.6873422,0.779638,0.7014428,0.6706876,0.5146595,0.6577126,0.5747198,0.874465,0.6713338,0.8980291,0.6631221,0.6921976,0.7371108,0.6568738,0.5201449,0.5659537,0.5727817,0.6743156,0.6001868,0.6461067,0.5563872,0.686541,0.7465008,0.6718241
cg02047661,0.7710362,0.7191861,0.6284078,0.6225911,0.6118478,0.6052294,0.6573668,0.7054339,0.6681156,0.6978801,0.6703764,0.6993126,0.6818581,0.61766,0.6463607,0.655247,0.7116148,0.6297257,0.7387442,0.683004,0.6549771,0.7305551,0.7329139,0.7114889,0.7009453,0.7614647,0.6262375,0.6921606,0.7538682,0.7599278,0.699595,0.6227357,0.6448368,0.6406333,0.5954675,0.6755509,0.6965675,0.6655946,0.6416329,0.6716659,0.7010543,0.6930671,0.6722382,0.6872836,0.6748595,0.6741939,0.6771756,0.7187819,0.7054134,0.7069134,0.6449643,0.7120148,0.6356938,0.7001775,0.7601061,0.6879034,0.7131029,0.7490035,0.6908082,0.7019796,0.6355947,0.5375743,0.6258706,0.5771204,0.6223565,0.5843247,0.6269758,0.5804728,0.6033789,0.6391183,0.672993,0.6632192,0.7089745,0.6780308,0.6614129,0.6542732,0.6819418,0.6436311,0.6487117,0.5957597,0.6843019,0.6015761,0.6532125,0.6330445,0.6511682,0.674597,0.7035021
cg27166177,0.6980564,0.7670075,0.7627543,0.6698751,0.5566056,0.5973755,0.6912239,0.6749126,0.7008172,0.643563,0.6938334,0.6724848,0.6770388,0.6239847,0.6392037,0.6641152,0.6282235,0.6920189,0.6793784,0.6167734,0.6005723,0.6155012,0.6710228,0.7159919,0.6428729,0.681692,0.6330917,0.7127475,0.7329926,0.6803328,0.7159864,0.7057889,0.6495474,0.6644942,0.6098514,0.7147616,0.6787871,0.6455929,0.6390199,0.6823235,0.6648794,0.6337954,0.6412922,0.6509166,0.6864817,0.6609294,0.7149582,0.6724388,0.6303498,0.6649995,0.6373795,0.6341051,0.678176,0.6989984,0.7071683,0.6542892,0.6727583,0.6898721,0.6164622,0.6653565,0.6570409,0.6260773,0.6390178,0.5608856,0.6660838,0.5986835,0.6506913,0.6490594,0.5813124,0.4797066,0.6432482,0.5950236,0.6928943,0.5822958,0.6448626,0.6192841,0.5823711,0.5484743,0.595791,0.5544587,0.6661819,0.6101882,0.6145392,0.6056794,0.6006573,0.6619594,0.6291025
cg18826637,0.7759539,0.9078709,0.8031119,0.7323741,0.6223835,0.6736611,0.7750686,0.7172619,0.6493689,0.7411527,0.7750096,0.7815421,0.628447,0.712684,0.7280173,0.6845861,0.709864,0.7135417,0.7420126,0.6997309,0.629683,0.7719969,0.7997851,0.8188194,0.6915584,0.7075068,0.5067809,0.6992303,0.7738553,0.6163854,0.6176217,0.6970736,0.6191931,0.5147336,0.5857595,0.6921803,0.5727676,0.5992447,0.4291498,0.6302521,0.5917391,0.506109,0.5661098,0.6616085,0.6837025,0.5606321,0.6488028,0.6198666,0.5606936,0.6235119,0.5537128,0.6901975,0.613212,0.6594476,0.7232749,0.4816599,0.6920474,0.6817836,0.6226013,0.4636424,0.5211316,0.3859223,0.4420382,0.3506803,0.5562806,0.4066761,0.4634146,0.3319553,0.4084758,0.3671759,0.4468985,0.5357853,0.5273206,0.5960672,0.6472427,0.4415918,0.5316942,0.2542765,0.4344685,0.5236185,0.543163,0.4391354,0.5339806,0.6203433,0.4416631,0.5026535,0.485693
cg23186333,0.609901,0.5846304,0.573543,0.4522547,0.5764806,0.68802,0.5527405,0.5718015,0.4855532,0.5315682,0.6276755,0.6740741,0.5250815,0.5737439,0.4707928,0.3965517,0.4949634,0.4271284,0.5128698,0.5067241,0.3921178,0.5274606,0.4897524,0.5087842,0.4955252,0.497412,0.3467418,0.4436482,0.4500557,0.4013231,0.3807107,0.4268745,0.3965141,0.5059171,0.4844896,0.4487099,0.4965035,0.4094001,0.3715111,0.4497608,0.526641,0.5035533,0.3499446,0.4094869,0.4883485,0.3541442,0.4738676,0.4051127,0.4091559,0.3338102,0.4028957,0.4091696,0.3908469,0.3931412,0.4058485,0.4413377,0.5226015,0.4035265,0.3755411,0.2912142,0.4316423,0.3018661,0.513181,0.4077151,0.3673835,0.3309723,0.3923029,0.2363738,0.1900888,0.2994924,0.4804064,0.2836812,0.4560669,0.3642428,0.4019358,0.3805361,0.3405763,0.2859267,0.2702319,0.3043478,0.3470839,0.2764465,0.2540717,0.3333333,0.2830089,0.3647497,0.4053546
cg11142333,0.8266308,0.7993689,0.7601953,0.729679,0.6190125,0.7007023,0.7626554,0.7691333,0.7591084,0.7755188,0.7532793,0.7398428,0.713869,0.6540489,0.7390544,0.7014842,0.7051377,0.7227312,0.7489476,0.7041301,0.6032667,0.7747661,0.7719799,0.7865168,0.7273805,0.7285867,0.6907791,0.74337,0.8029972,0.6773759,0.7269754,0.6980479,0.6808542,0.6698182,0.6849479,0.728762,0.7137047,0.6952573,0.649844,0.7056419,0.6939731,0.6493917,0.67539,0.6706676,0.7161028,0.7458347,0.6948611,0.6823238,0.6056841,0.6612208,0.6711487,0.6766782,0.6700391,0.7020732,0.7144665,0.6345588,0.7192183,0.7011421,0.6968896,0.6750138,0.6633229,0.5768948,0.6733013,0.5642146,0.6340067,0.6522502,0.6449732,0.6204186,0.628853,0.541406,0.6198223,0.6589838,0.7402958,0.6491078,0.6571409,0.6502178,0.5930993,0.5874726,0.6266657,0.5673581,0.6446102,0.6302664,0.6475801,0.6288731,0.6235191,0.7120784,0.7017351
